Итерация,NGRADE,INIT-DEC-TBPND_PRE_EXP,INIT-DEC-TAPND_PRE_EXP,INIT-DEC-TOPPI_PRE_EXP,INIT-DEC-TOPND_PRE_EXP,INIT-DEC-TAPPI_PRE_EXP,INIT-DEC-TBPEH_PRE_EXP,INIT-DEC-TBPIN_PRE_EXP,INIT-DEC-DTBP_PRE_EXP,INIT-DEC-ETHYLENE_PRE_EXP,CHAIN-INI-ETHYLENE_PRE_EXP,CHAIN-INI-PROPYLEN_PRE_EXP,PROPAGATION-ETHYLENE-ETHYLENE_PRE_EXP,PROPAGATION-ETHYLENE-PROPYLEN_PRE_EXP,PROPAGATION-PROPYLEN-ETHYLENE_PRE_EXP,PROPAGATION-PROPYLEN-PROPYLEN_PRE_EXP,CHAT-MON-ETHYLENE-ETHYLENE_PRE_EXP,CHAT-MON-ETHYLENE-PROPYLEN_PRE_EXP,CHAT-MON-PROPYLEN-ETHYLENE_PRE_EXP,CHAT-MON-PROPYLEN-PROPYLEN_PRE_EXP,CHAT-AGENT-ETHYLENE-PAL_PRE_EXP,CHAT-AGENT-PROPYLEN-PAL_PRE_EXP,TERM-DIS-ETHYLENE-ETHYLENE_PRE_EXP,TERM-DIS-ETHYLENE-PROPYLEN_PRE_EXP,TERM-DIS-PROPYLEN-ETHYLENE_PRE_EXP,TERM-DIS-PROPYLEN-PROPYLEN_PRE_EXP,TERM-COMB-ETHYLENE-ETHYLENE_PRE_EXP,TERM-COMB-ETHYLENE-PROPYLEN_PRE_EXP,TERM-COMB-PROPYLEN-ETHYLENE_PRE_EXP,TERM-COMB-PROPYLEN-PROPYLEN_PRE_EXP,B-SCISSION-ETHYLENE_PRE_EXP,B-SCISSION-PROPYLEN_PRE_EXP,CHAT-POL-ETHYLENE-ETHYLENE_PRE_EXP,CHAT-POL-ETHYLENE-PROPYLEN_PRE_EXP,CHAT-POL-PROPYLEN-ETHYLENE_PRE_EXP,CHAT-POL-PROPYLEN-PROPYLEN_PRE_EXP,SC-BRANCH-ETHYLENE-ETHYLENE_PRE_EXP,SC-BRANCH-ETHYLENE-PROPYLEN_PRE_EXP,SC-BRANCH-PROPYLEN-ETHYLENE_PRE_EXP,SC-BRANCH-PROPYLEN-PROPYLEN_PRE_EXP,LDPE,MWW,MWN,FSCB
91,6,181249567687656.5,161500884912193.7,75529355711842.92,78517374345475.08,440337022894583.5,26495488390608.49,175017468367143.2,275906854920167.5,1066940901.770978,70051733.439876,25143744.07034247,55933640.78598774,18977850.49302769,36799686.74848887,10134583.59111345,310435.761025181,9980.505698213456,7010.180404382556,6910.356668483226,432979.8652979563,374172.5249305687,63455879.06455416,82636431.16569957,79264057.67085686,89115016.55519018,80578442.46156359,90789839.80728766,91813464.17728704,69239581.33431011,1252.921922126589,1161.528273525,854.9855925275709,905.3314182392885,926.1423877563936,735.9069854854176,282843613394.8945,1211039818.571806,1007647197.801745,1082527608.463889,15981.8767,153246.347,17787.2255,26.1957476
92,6,133105448935675.9,176363764834458.3,68311473853533.45,76431955890788.23,390817409617638.9,26068104086921.07,228722339496137.3,234296041749718.2,817042664.3590112,61018438.45927384,23495642.01385836,69184650.00284751,23199889.64730699,32454233.88169978,9418132.18294247,293879.0765891952,8417.187495827033,6475.142601270001,7404.461181905375,402013.1534259696,472940.2125110554,73113295.12463456,73643722.4069569,86619574.26580971,87852129.66180207,81062905.46536702,63017599.85485878,90352324.01282084,72644269.75047898,1172.946254199703,1289.669325835367,827.992461969412,854.6200481069233,821.1019250087593,745.6436651232807,226834366279.4471,1037126086.833276,1314281868.973564,1095824426.852605,16261.3042,188182.451,21274.0377,17.200106
93,6,146751172180706.1,119633155239571.4,83281357378381.03,76926326605591.73,418678137469358.8,26594195001500.22,207091795417191.9,233047839740444.3,993114777.7944777,71107155.55907308,22937829.50965621,75331669.17056385,21851617.31113496,35172321.63096149,10352077.98587179,332357.100184724,8832.154710244671,6656.39411576402,8236.960936218318,450463.5822125381,371924.1715693662,89712615.84695531,89836196.09014404,84197168.69550152,78345836.30009505,84713948.91762161,65091189.93588401,89399323.00233299,69061717.3407026,1556.869101630605,1394.97424155008,738.2364822010315,658.5365421342622,702.07767225122,939.7666230841006,243557584800.561,1189359755.420989,1300419888.026796,1252090902.007092,16280.2239,157937.426,20041.3553,16.9583736
94,6,163014485090182.6,132855148349067.1,91159970043580.47,81444059291220.9,452525363331525.7,25150849041784.62,209008090838644.4,227042886327044.5,1083609643.40118,54925407.83681455,25053733.51504662,61535809.74574161,20070125.86676758,39652011.78879295,9309779.82371076,324909.2043546629,7803.992281625054,6876.007483807002,5683.045742662021,429216.2477542399,467408.1914163809,90870326.46196124,67938156.03528358,77636127.75960284,91657197.8025336,65054181.60172021,81038974.41460696,64013302.5897325,92953715.83705533,1301.677592620257,1143.256419405349,865.1816797567815,963.445146681704,923.0268389133403,739.3587711162205,286590763378.6966,1180241234.038087,1098646653.380334,1262227421.356743,16312.3818,151927.476,18411.8715,24.5191439
95,6,151339041550925.0,126008678706383.8,90795542457331.94,80152481173207.97,393755330070730.6,29287435797670.68,175623683846914.6,255866605029182.5,1106314146.301966,67123053.0774239,25225474.01097828,79356437.23254225,19694084.49311469,33450437.61327218,9259140.263159199,331134.01164224,7731.29574539763,5327.223165212895,7830.008403238649,435302.5604834303,471006.0663401908,69265498.07054828,75423155.24343416,92906420.83580312,70606115.42913853,74623574.34500916,64284764.42953888,87912086.94622083,80279802.67943618,1296.990732539432,1146.654904576309,950.5618542545585,756.7907197547266,799.5229722892457,871.2848447143704,204755563077.8105,1198322106.011471,1252436609.414037,1092768566.281222,16162.2666,173107.657,21762.5717,13.397596
96,6,136322846261662.5,131819171257430.8,65932531054073.73,68346926361460.3,370672795733447.6,32747105166671.91,193876595554821.8,256187932906809.7,842185369.6835508,66265168.31942715,27596527.78685815,62882103.94892375,22058720.26024235,34665239.18316693,10948096.87937508,301416.058149907,6880.243637628114,7041.916511599267,5584.737026948597,442437.7105239209,519613.8734330359,93038875.08257183,74979622.30220883,79027726.81842314,83394238.79509582,86971331.98136961,77205929.03021345,79726115.02835444,93385868.79580788,1122.134345985689,1521.933295331239,842.193126269314,730.4674493532201,931.5788109327427,736.1523071181849,268804511563.0444,986505229.0765775,1310090587.849375,1096828535.270544,16099.8987,166496.922,19810.7656,22.339739
97,6,151647587890718.9,126741906229165.3,63117504591126.18,65590259450624.2,381411255614559.8,35317683222558.72,167589801697908.4,316427164342282.8,807908326.0697868,61272297.10730889,22958128.59798619,66848010.05955543,19612215.70912157,45440964.67669731,8433961.890886413,302483.1657457833,7596.999321136074,4880.554069895888,6561.677844844199,537867.3949159564,517153.6936105504,83285800.4193004,89110604.62971061,82192020.63277228,78760694.84883274,69296868.61065874,72630461.66016403,89778474.3860545,92674374.03614168,1536.07777575533,1096.179492036171,874.4870325574707,839.3649672373324,758.988796818443,759.6834382981948,267111735233.3308,1307799364.601089,935257749.4238198,1072031947.238802,15779.9283,141839.857,19209.3744,20.4352102
98,6,157906082209661.5,127980032695373.1,86061021855440.31,80323093182860.05,362960854780082.1,34513956456546.62,221927479575676.1,269570472808873.9,1015216164.681474,61893712.23992775,26881356.71450999,68047392.06755225,17084426.17108991,38352220.50150698,8796616.55604556,309081.2667155175,9917.420363784067,6161.320542446942,7232.390423736675,410629.190108217,521609.4745049455,69880016.01428568,89116216.7138137,89502579.16010238,75373341.38046724,73118679.90306877,80996384.14199196,76126364.87147014,91705990.2513142,1494.764315910681,1112.778408876844,926.9029351179081,897.2771587727335,931.8218048328185,916.8060235501913,291671381546.2098,1312525706.365935,1304197477.167846,1082029098.645397,16039.351,164765.765,19511.8893,22.2086529
99,6,181764540553108.6,168000946483412.2,68546447839625.73,64078672702031.23,439982719227882.6,27226662701138.7,186003378298486.6,270767137762996.8,940541474.9525276,52737970.28359969,32846787.806461,67653669.92979237,23345955.0113184,33015263.72924194,9079525.837262295,337122.653777912,9923.183947791527,5485.989886142872,5787.16075554132,431779.4823656865,522337.3134076041,78640775.44263645,86277486.6773694,75021340.58858375,91518252.33974293,91811136.6659016,88018938.11882217,85723397.59332682,89035367.38556437,1452.247126945318,1479.497678284564,953.9687310345396,651.9314656134977,741.9915711292433,830.3476171296963,264156047726.8627,1031599887.976216,971578118.6510969,1112942303.905405,16008.1085,153439.278,18896.9903,20.245694
100,6,164343380685893.2,127948621049311.2,80482033096418.81,70053434003297.2,405765903207764.4,33466355621996.41,186598866404902.4,273717106123213.2,1186208905.781394,62247564.59469276,31155840.37202249,79702460.59079291,21628935.99375392,38823324.41767797,11668479.95832944,383021.1052680206,8542.643360700895,5047.649268125189,8148.699994311357,424530.8545141515,433712.9686015962,64420590.21856951,81039966.89035827,62894901.60552192,76206117.18401088,70891303.95231493,67232786.14753504,87942890.25790675,78214548.40854646,1366.849064930395,1614.78169287827,820.2279227086169,735.3661279839948,839.8183298523008,900.5153246709482,205056531848.6536,883937609.3286093,1273362103.117913,1018463085.127056,16025.3123,156486.415,20389.5946,13.2773904
101,6,125887610452239.1,149351330097475.9,72338127216825.3,86881564916556.45,485869940647642.8,32789243814216.89,170626809494926.6,247091791320360.4,917234998.2640586,48562810.15652818,23157501.53831822,77715690.88052191,21901412.88858462,32548444.49819871,12232171.37165252,289301.7220849337,9047.79508048699,7104.012711263641,6998.161978459249,418829.3662622398,507238.2408196013,63269170.30290368,82325810.39997339,76689010.6773956,82992200.65138884,93521733.09204225,66338895.87672815,63759211.87287995,68257255.44560851,1641.907495536551,1586.098178407035,787.3959855563709,767.1761547015026,948.7344014488154,680.3147493636326,202455292482.0432,1205607907.963698,927294086.6170721,944070852.8192846,16288.2593,182863.11,21325.1753,13.6040071
102,6,124992820149684.7,117658184357634.9,65237598543637.73,83713556544227.22,334996685888627.9,29585964072007.95,170602048562086.6,267450478905594.8,1185710509.64048,71495654.67373186,32045929.84893088,55515244.98987024,21764372.19531092,31517603.0017131,9351230.052571885,381785.871257131,8059.625581775007,5662.022276657929,7634.039959022343,381559.4376350043,379006.4757167245,89536996.75669605,91789264.40857857,74789014.57125752,73928094.24288693,70464408.9342084,78652534.99966575,84227455.91661116,81530832.1279006,1550.541406388451,1504.972374904637,681.2599776809058,780.0055708756424,710.385576359413,819.3296392707091,248371289374.5654,1297892212.511978,944668907.7992679,1139243211.229848,16022.9359,125574.311,15334.7027,23.2201903
103,6,143110797473851.6,157170033878473.7,82367101749027.98,75077834307762.7,377386120974024.5,27613636998101.99,182019037039990.1,235912997106465.8,1176508081.297302,54079786.43718691,32577616.58773613,54342492.93488753,16981584.22118305,31950618.59742315,10156002.78446516,311447.1107863277,9808.141344087197,6792.627009497783,7610.625502345359,443885.3987479637,462160.9064653197,86681437.89896053,72832368.81892425,78870294.67209728,75383783.50443958,80072130.1961165,76120555.73119932,88983514.65394613,85208343.8757087,1232.433408157028,1127.59129650453,901.4883508960968,798.3987491747168,890.987177161262,899.53077624831,235287346452.7527,1295947488.990042,1164638680.534417,902518574.4758863,16225.8559,148570.416,17377.1527,22.778772
104,6,163269939848975.1,149910919102899.2,85827027702384.28,87700856239938.98,397209113744281.9,29584678419508.08,166208817935000.8,267727434209062.1,902324156.3348408,64228785.45008378,25903561.9775732,77695130.00718597,22146699.57525335,37188805.24313885,10754757.08053464,332378.6697281582,8423.162339831892,6022.370048615577,8024.932840123989,392776.8175557571,517580.0987378311,69613845.28582348,89483369.31068467,72873871.01268089,68947413.15229402,83193715.2479273,75828584.26440205,69269781.5121668,85067917.02643079,1547.894945811229,1627.524609699074,922.0332470236788,707.6666417664371,964.862296279187,829.0043499409957,272102960585.7747,1116151460.233525,1071049044.723078,907188780.7674242,16121.0803,170774.88,20551.1924,18.1626422
105,6,162859124569407.2,173321222641976.2,79360324157037.75,89659390008493.78,405119883417414.6,34566871931331.99,160866456819267.6,303267101637026.5,1124301978.466483,53566630.74189764,23661568.54972236,63792928.74470533,20418756.31362337,44072769.93367215,10890868.15180301,373016.0930572298,9193.743166146123,6946.521423506339,6382.284244110698,432571.3782835534,440717.8229903139,77660316.877754,91348508.11939126,68435295.86253391,85185937.10083394,77142352.86093216,75571750.80253886,69888589.76425909,74171293.3049991,1596.265713788896,1596.658060343186,911.7171114273972,797.9456187693035,941.7889091082139,898.1498553994531,270702296045.0055,1011703344.021036,1243207274.564089,1246070036.100718,15907.3897,132224.767,17050.0153,21.8052639
106,6,140558911189692.3,160881785880191.1,67843160911381.28,71214089765424.12,445134037588319.0,28443736833713.41,161467426611320.8,273167340440538.1,1034188303.220737,50404345.66286422,25996585.55318701,56413495.71035862,18134000.90689477,35403255.77170335,11038100.09509515,297699.3833422591,7770.666327668793,5374.098444469978,5652.16087257114,511182.8942116769,514857.8282259555,74173833.48307736,68746461.77574815,63939380.76577564,88254184.24947782,86044899.86451596,86963071.42166436,67812408.08785912,72896083.934538,1531.195775398591,1296.243108515883,933.1751737419081,716.589443037611,804.4293140981471,912.6317031509218,209214522343.2375,1074986779.464208,1159677542.898532,1245851775.392857,16011.015,139083.465,17237.8219,19.252796
107,6,171733409837171.1,162427093680549.3,91186184406311.0,86418549778233.36,467771037599489.9,35395831819746.89,205383635823072.5,277694759397259.8,960904168.1911263,70247163.6224415,23191192.02882777,68874209.69130915,19988311.63852371,39580104.06070443,11721716.51276577,328772.6784041068,7483.462694614924,6842.127961089409,7693.573755236801,539898.5684487948,457705.2561911387,72828076.98127508,79938229.3078579,86053710.86661609,72961019.61751257,68568764.53392741,78350225.76527418,71743297.72929545,78419550.5381895,1424.22626100055,1320.194362653522,836.8503048004791,882.0218599468029,894.2053633521734,671.2670828404821,250130796354.4773,932039989.2870382,1017638266.313418,947358326.2367924,16014.305,142285.968,19397.1737,18.7462332
108,6,130510959734093.4,172175683913802.6,61228228236249.66,86739386460005.25,433307574814693.2,31840218411291.19,192366586538012.4,237809866741640.0,872590519.6622434,70032678.42876463,22334147.50202334,76698560.74823599,20741709.28733861,46126271.52565652,10695219.62967104,309364.6202198505,8718.353968646337,7286.745431357156,7913.731894772487,423896.0537460799,506886.0318712162,90685302.80817258,76537112.27135298,63038180.5936776,83901261.58868341,76882004.5202046,82204652.2425867,72815804.70816849,65522944.49913612,1507.007691977721,1557.917061244473,840.6145493638575,892.7791639686953,773.3383583706301,882.2309318478208,207807801244.0746,1164878747.47737,897299718.732021,1193010923.840369,16318.4081,171812.462,21023.6409,14.2004688
109,6,143296239368859.3,119769153736103.8,67839514552350.28,79156446169274.98,373745194594728.8,30767424121645.73,220699452020741.6,307050245234806.1,966418078.882899,72307265.18357082,30784336.26162746,69177689.10944833,17902866.9477344,35218398.03462815,11312632.54688623,279975.3324589611,8101.558874442425,6391.760342616304,6070.886013595276,463389.2645170456,373476.7321304093,67305279.1170434,91611677.69987799,84512795.13038878,72662788.56906408,81969853.79389675,85824315.77328676,92063784.02288671,65133571.15411936,1410.722820873907,1252.328092347067,769.9691004957973,924.2368368325299,826.7504857144008,838.3789650422481,243094165994.9081,990450804.3866612,1003507017.906963,894785914.8120742,15816.6362,169561.835,20701.3043,17.9916781
110,6,140193364528249.7,138004486836518.4,81532023352996.22,79197426786061.44,400303992688920.5,34934233757988.2,217700768955952.1,286263556433928.5,818985893.7872427,65892202.08650583,30593984.30431952,61753886.34175323,21049969.65847549,38746100.28264885,11308230.10585472,261606.8267422704,9875.510604319878,5149.764964897679,8106.11330698086,494169.3178823399,463412.6069591736,89107140.55140877,77505428.76962261,74151829.9827101,87039966.1753506,87947339.48504746,83957052.31947127,74302553.29837796,64786967.22802751,1260.352005136687,1180.571938315235,924.8710665262164,856.6501748277669,691.2500100600349,959.6919119666671,275443238997.5926,1151147951.057488,1167164375.095912,1025453556.657663,15937.536,166691.027,20087.736,23.0723627
111,6,143932219545738.1,118207060623757.5,88101972064813.5,87315694877621.66,351590251241016.0,34890219899551.89,189977810203078.3,306745254825556.4,1002488145.0343,69644645.4317177,30754889.57547449,68364320.80664727,22841664.71852967,34822127.30229454,11025042.44041145,332454.1399348148,9422.280305600927,6100.198605458835,8212.162308221225,429492.31846738,489301.9667452545,64519146.11087359,89657374.80079943,82988916.12137924,89514840.32677093,79041130.33353385,93219671.55195957,88295698.93303803,65913951.54706716,1121.280910296865,1227.335105127331,828.6817860859433,752.1050194952029,807.0164733387414,689.2323256469249,234877799326.0581,1304865978.509033,942808290.047905,1050948105.732477,15862.1593,164895.62,20304.2099,17.5829612
112,6,158442968493682.2,125970975741520.9,72677474810473.42,85244461499821.16,433295818712373.9,32201808744979.76,207489217411504.7,250362559362339.9,1035675936.157243,60227325.34955613,25732113.23961875,58896145.21991935,23501845.38356047,41368945.5144722,11972386.53534486,361154.5277976796,9267.883094754727,6647.591235253331,7753.247282838783,501711.3187904048,378833.528234144,85719030.06055374,82305817.37210754,72503220.63240248,78443052.05849387,86225276.26216,84514641.32486822,74928929.77765757,73054353.30395582,1533.859548721452,1524.048424909503,960.4140114240103,766.4005785882824,737.6528261062459,910.5265287261394,265871824402.1284,997234676.8170807,1174181612.511853,1088910857.612953,16158.6944,125480.963,16385.6036,23.6212585
113,6,158505688506026.7,135808209581826.4,74032671385140.97,64254686761808.81,407463482739048.6,32121168082110.06,159582522503522.3,328617660158595.6,1049532074.283115,59319764.02241766,25098071.78603232,53922997.92203887,16047114.96823421,34169701.35047991,8266043.492308341,291674.7799480145,7026.672791294771,6349.239366203941,7750.264368134704,474599.918951639,521407.1564685164,83352582.93426543,86251641.06567773,92398234.06269713,87221116.28752778,68972083.05925459,65752168.81355137,87064473.96817364,91860992.93311547,1341.344482456507,1394.051658248904,954.0439995259828,774.4170825194552,692.1165036678292,759.7020675350816,217846147857.3051,1119667583.783608,1119874475.953557,1285352965.800701,15720.8977,141579.056,17403.3985,20.6747665
