Итерация,NGRADE,INIT-DEC-TBPND_PRE_EXP,INIT-DEC-TAPND_PRE_EXP,INIT-DEC-TOPPI_PRE_EXP,INIT-DEC-TOPND_PRE_EXP,INIT-DEC-TAPPI_PRE_EXP,INIT-DEC-TBPEH_PRE_EXP,INIT-DEC-TBPIN_PRE_EXP,INIT-DEC-DTBP_PRE_EXP,INIT-DEC-ETHYLENE_PRE_EXP,CHAIN-INI-ETHYLENE_PRE_EXP,CHAIN-INI-PROPYLEN_PRE_EXP,PROPAGATION-ETHYLENE-ETHYLENE_PRE_EXP,PROPAGATION-ETHYLENE-PROPYLEN_PRE_EXP,PROPAGATION-PROPYLEN-ETHYLENE_PRE_EXP,PROPAGATION-PROPYLEN-PROPYLEN_PRE_EXP,CHAT-MON-ETHYLENE-ETHYLENE_PRE_EXP,CHAT-MON-ETHYLENE-PROPYLEN_PRE_EXP,CHAT-MON-PROPYLEN-ETHYLENE_PRE_EXP,CHAT-MON-PROPYLEN-PROPYLEN_PRE_EXP,CHAT-AGENT-ETHYLENE-PAL_PRE_EXP,CHAT-AGENT-PROPYLEN-PAL_PRE_EXP,TERM-DIS-ETHYLENE-ETHYLENE_PRE_EXP,TERM-DIS-ETHYLENE-PROPYLEN_PRE_EXP,TERM-DIS-PROPYLEN-ETHYLENE_PRE_EXP,TERM-DIS-PROPYLEN-PROPYLEN_PRE_EXP,TERM-COMB-ETHYLENE-ETHYLENE_PRE_EXP,TERM-COMB-ETHYLENE-PROPYLEN_PRE_EXP,TERM-COMB-PROPYLEN-ETHYLENE_PRE_EXP,TERM-COMB-PROPYLEN-PROPYLEN_PRE_EXP,B-SCISSION-ETHYLENE_PRE_EXP,B-SCISSION-PROPYLEN_PRE_EXP,CHAT-POL-ETHYLENE-ETHYLENE_PRE_EXP,CHAT-POL-ETHYLENE-PROPYLEN_PRE_EXP,CHAT-POL-PROPYLEN-ETHYLENE_PRE_EXP,CHAT-POL-PROPYLEN-PROPYLEN_PRE_EXP,SC-BRANCH-ETHYLENE-ETHYLENE_PRE_EXP,SC-BRANCH-ETHYLENE-PROPYLEN_PRE_EXP,SC-BRANCH-PROPYLEN-ETHYLENE_PRE_EXP,SC-BRANCH-PROPYLEN-PROPYLEN_PRE_EXP,LDPE,MWW,MWN,FSCB
38,1,176205866028659.2,170388931818438.3,87819474246496.69,72473174451592.81,428697176034769.6,36449253436699.27,189158469300864.2,269777724012938.1,832180607.6303308,69256000.02308486,32822298.17279893,78308397.48426151,17377112.45710491,35473436.77484068,10748508.09158615,272887.4187172811,10146.23738004333,6221.911739903877,6887.458087580645,370677.0761042542,521476.6673668695,79129614.94055298,82280782.87651026,89519688.92357758,66207811.59855289,63015523.56271262,66815326.78338845,65933684.60188266,67342760.12338902,1281.729831833782,1387.348847819858,815.825089859823,769.5442619883981,955.6641312461122,833.9520878362534,268560879076.479,1091262189.81311,1201721129.002078,922682496.0056751,18276.207,184788.768,18664.6319,25.2146362
39,1,130118092520799.6,126401672902535.2,68225266505700.03,84108339554702.95,367848875153743.9,36407948245205.26,168292935101089.5,291867983346815.8,1054704886.170952,50515221.51069714,24501666.69862291,79161296.80611904,23088724.27776288,41393821.82315387,11393527.65057306,284529.2380719366,7343.356948681887,5316.914576987664,6064.24200214032,476276.3992656363,387588.9186872575,66260642.10490663,62971418.17639437,84616320.57688262,78754177.86823937,79492105.1681941,74709746.76517043,69487377.94766681,64390559.87091967,1237.581866510647,1185.091556055581,909.1699311391617,696.5995661467595,828.7801270138451,704.1585848383154,271207625554.5012,1106116183.112782,1215940851.044415,1225856688.528569,18235.9821,211151.881,20888.1668,25.1519262
40,1,166045734277622.8,146798197705839.2,87110088566400.97,71244674066723.4,366418251413922.9,31217609520763.52,220027957895127.3,325853337697612.1,1026063745.016649,49490265.08708463,28327439.59965127,66402109.01421391,23048483.15142808,40881854.9881663,11925450.78742684,298462.0579354932,8346.18344960076,6074.23820825202,7825.699253402829,551514.4284356555,480133.937902262,66583993.66172814,69205980.23482971,77770404.0872398,69017886.03402957,70514118.82206593,72396566.77663155,69241330.50093035,69720751.75292331,1356.290514844722,1279.973897898875,897.4520904299329,874.6486913317032,719.7709267742765,749.6328407780054,218949491493.5701,989681123.8871512,939947331.3811533,903622663.8925251,18010.6415,165775.708,16906.6065,23.9159596
41,1,167385141461869.4,167479927760582.8,84625428651455.14,87117442470517.83,442715506434751.1,27216933516060.58,214522598070298.0,240530655182579.0,1038027277.171681,49767834.98574772,22174632.93158035,57245045.65016785,19769848.29207607,38759003.42961504,11806557.9956641,310369.600087471,8298.45580933808,6621.180434803173,6378.108081419657,421621.0137283388,486788.8077172264,66754481.03315793,68334001.05522068,81390706.23097427,89542666.40995057,71033893.27872321,68322531.20411047,83308468.20034151,85211991.6543463,1195.120728045702,1433.41712902563,796.304825607496,909.9732720056625,850.7930855043514,698.5334761543626,268944754961.3257,902069635.2584283,989681772.8738128,1020997282.385271,18251.7017,156882.86,15082.326,34.5763578
42,1,169067994174544.2,165045061969355.2,85315351442313.86,70850834347468.05,419737440512652.9,26235121329847.27,175067022091417.8,251295357888352.8,1064029274.285596,56781852.03490096,30437067.45922969,72824559.33425567,21719485.16107213,43101925.11439721,10588210.8684062,356815.2397691442,7843.340966814299,6547.181191637854,7941.026947885715,473521.2780898769,547873.3702289484,87588581.79893844,92620360.8651278,86711473.23083499,73818737.57636775,71200661.52437347,72354466.57174863,77194309.58939376,91878351.17988864,1499.110823168096,1163.710925094777,874.5425622201931,673.3816750206802,726.2159282198272,867.9815784932124,245579099502.899,1277759550.298036,1181401933.692353,954938100.5575997,18256.8379,141975.799,16663.9749,24.8154284
43,1,142443489715759.8,157119395780684.5,88771040315755.97,66266863643998.04,486611749354043.4,31944151095308.48,168624549448278.1,333768501803255.0,1003821383.288678,65912475.34071791,31420948.09942711,65198118.94433764,18555661.63172549,41261521.53347427,11569486.09752342,304540.3105649394,9779.37753719643,6237.134837720671,7718.505781918351,455761.7755189507,370549.1305374146,87044485.81672205,91357940.86822586,93142016.87329544,93234029.37107864,89070209.62574054,91594547.3616939,64236591.9631247,65033008.65104815,1329.390027959265,1283.9600015128,826.2927545609873,683.1164128956186,661.7501140113906,964.8780298590837,287032772177.6949,920206490.1875639,994506321.1933088,955616643.9876909,17921.0404,156436.869,16046.1446,31.7772456
44,1,138202191462630.7,156981637180048.2,84284963067314.69,85323760025040.6,423265887365607.6,31365539651984.14,229811161371622.4,255192151131464.7,817095412.8754816,70963951.48998126,32109528.17219193,53410645.44115292,19631422.69131275,45793384.56511822,12025700.00925771,285008.9320172632,7955.684402430976,7256.986530656541,6317.366745073887,522043.222047887,542107.1124732292,82126169.96041626,86347559.27402665,64366679.30507784,85317625.81650922,78450980.31661552,65237596.60668684,75932327.21012986,66782474.37275404,1636.908054325374,1564.786029711471,738.7571592490285,794.8622730128243,882.7638683043581,678.0470896908888,245056319088.7912,1110235147.502756,1090395022.207942,1237498947.875079,18086.2601,136816.245,13310.5494,33.4874012
45,1,149784989740628.3,133210397804349.3,62659913101924.09,88420477234075.72,386282974578198.5,26219787426659.86,213231601147655.2,326235318837095.9,824018872.8876866,67829500.15388244,29614782.89614875,60130002.74583353,22503920.49150643,38169638.6962105,11189382.10986017,364472.468453871,7834.66029621224,6761.992747799612,5834.804839573237,540105.6141422462,369962.4174013774,81851129.40759093,67648709.77795324,69066151.02966012,92376066.53977968,79285079.77948454,78305069.21658532,66403563.9994895,83060776.19011244,1477.311776004458,1330.091073893985,811.2310003217367,676.8053310633932,735.5514430902819,883.0556367367753,244296617101.018,1267398067.006041,1097664832.467928,1271156888.183419,17864.1365,121927.948,14086.8594,29.2214244
46,1,159957891762613.0,144938264062504.8,77859652448614.5,69364646889114.12,355138648824368.4,24851889696115.68,172950991260273.4,290439387666556.2,1069308602.732744,57282699.94863976,26670681.64397639,69043500.69225286,21428867.38185665,41478659.779376,8537638.905473156,347921.5229272828,10120.31237074999,7312.416216404561,5573.737902316509,435548.1359809778,444368.0925379723,91802542.34454356,79813335.38614345,68612426.31156725,91608339.9413346,90495742.49858789,65928540.71875708,85461113.08763245,82038495.75514838,1246.367991444017,1112.247402933158,859.1058457159791,837.1866682639994,909.3850113262155,848.2664578838258,209644398616.019,1182497663.300438,1271334834.266071,1271730992.732595,18060.9869,146178.781,16156.5172,22.1114137
47,1,136599967184012.0,119305498946065.9,67018622816662.51,70748020413549.42,481354189406747.8,31339426396547.04,197878147014822.1,241452652414843.3,929223546.9673907,57636026.77071708,28853052.63418683,72674947.3849646,20041293.00630907,35340159.90930599,10736555.04010657,266720.8647617597,8026.832493580197,5339.35929906026,7375.203308550183,378237.121536254,462098.6737600735,79471426.94660419,89758863.27679026,76384190.90542123,63867125.63758371,85638110.94607626,85275191.57310769,79298766.19274764,91051183.2575261,1439.516955375308,1481.713117394663,678.4897622277464,803.0957908749006,882.1342888817218,813.2835382623916,203235093084.8864,1303191324.018149,1184614250.297573,1058966172.600923,18325.7166,199026.55,18325.2969,20.639698
48,1,182298160014136.4,117684306046058.9,62681076818701.97,77949009261750.31,476844131456712.6,25365752623403.09,181722093890766.9,250109475439152.6,999363827.3824823,66551244.84906182,28923567.5784122,75016239.3685681,20509549.79413678,46436571.62262955,8739104.830902534,337160.8270497575,8576.038718934771,6269.014916304731,6246.462826913545,524323.2688772405,422653.3416982724,85554676.24959065,72040459.07707514,76580843.45508124,70128928.54336411,70187458.5378497,90629976.7683291,74067598.11421672,89436821.98329471,1500.059667885121,1306.678184163337,808.6432091409063,826.7494831137345,862.8511926558417,897.0069376412984,210034646716.5302,1287572609.931233,880491145.3969469,1024428773.887122,18279.7011,145922.699,17215.205,20.6133949
49,1,162232453883727.9,126228739666791.3,78162878931674.11,86854827289177.14,393056080685773.6,28216541736926.27,167803484213483.2,316544588428554.0,1064760377.709445,61745815.19638152,32192816.87805095,62580697.86669469,17963905.19299953,45195255.30774911,10340110.27410993,386086.4905025569,7782.724122096869,6328.320739084565,7735.595062731176,413196.9778195151,477745.8960647364,80076079.96797879,71908606.8275389,87559105.21108232,84442152.39702372,90272756.27807644,73293148.18768153,64970293.83570186,93171003.63184229,1230.611852326773,1638.728104330273,731.5027879364965,921.809711262817,856.6401918454661,818.0674255311402,228511619009.2966,901465572.7319515,1119732547.071336,1128293266.868579,17962.9448,131666.829,15074.9125,26.4089282
50,1,136445798401255.0,135923836899939.2,65886842816477.58,80267982163074.0,421841605194811.0,35961911280737.48,170235788850975.2,284517985566698.2,804090025.0173194,50811326.44537628,29090931.06729648,73805627.1844826,21412196.8766523,45917930.77815083,9088516.430242714,271530.8821922078,8176.810785733318,7279.197175749141,5947.687821109314,444463.2106022371,489703.1003538066,68985245.11248599,89769168.33142127,72168055.18520366,77340286.61568421,77884640.02291879,63548059.49006601,83677115.2158483,65956406.65911254,1556.688441521184,1162.526428774455,781.1280452545473,920.2540592708656,879.4911210272755,766.6700029942741,249184592127.8186,1110787560.948949,1163123705.565036,1088009512.154836,18159.2905,186225.212,18094.0354,24.6421867
51,1,181602849080811.5,160755667514957.6,77148362719009.36,64999408490616.59,478999775111272.4,28729005266964.96,193357228119047.3,294514160491819.9,1158273277.766349,69570564.23801427,31220095.01452257,60816003.6047076,18257830.16912122,31988246.00547962,11852521.29250217,321110.5646298253,7305.526410143809,6243.03923113261,7550.134622952107,504872.225798259,454350.5723296537,86026123.51857865,74887519.90575416,84845637.21427824,81965753.16527471,67092400.75949468,76016713.70376913,86145802.58746155,91902562.88122582,1204.596568724593,1393.31604567155,907.1758973782545,748.1000976973968,908.2248144056697,777.0455071022792,266664238668.1309,1249420884.625492,1292494520.595551,1140137524.332364,18042.9659,144797.459,15702.9381,31.9409903
52,1,142534593054151.4,135888493575566.5,72144502352869.03,74306594554624.27,444887503756471.9,24896766951408.34,193799292088771.8,292051653474622.9,1152098461.821586,53891536.64913708,28624198.46119909,73496182.41296557,18176274.0660588,34769317.43822966,11792134.70692817,266326.0668514257,8686.99223054474,6481.176200276753,6385.230186503025,445150.8891901303,549898.4271186691,71520642.65774679,92659621.77793892,81734450.59052964,71495977.93544492,69429960.40062052,90129184.5536563,81979205.87018397,92404380.88144806,1587.763307158782,1426.418945435407,854.2874475259675,926.9720385303639,764.150069903872,855.998563538277,289145388317.3347,1203163533.7146,1303975478.27229,1205923159.0117,18211.2237,176505.158,17460.9089,28.8348008
53,1,176175480907693.6,138368487657904.5,81431935150880.12,89191050041196.88,477194673245250.8,31163540195156.69,160962411508904.9,227058750811315.8,1074776686.73043,59619441.70352808,23594436.43034092,75039798.22116551,23136285.0397317,45475358.4149086,11929173.00233665,302452.3846117401,8336.504462138742,5677.392917583952,5721.82808203874,393899.4657236385,485179.8084292805,69900173.26442994,93189823.65839854,93424444.18979551,79063111.4222515,63763405.12656477,63857423.30810597,86714586.1651831,84855414.19652395,1362.978383226641,1177.412397280844,799.6942396830219,819.1595023094325,953.9474024193853,736.6850441589613,286965282645.5036,1153196007.142509,1048276156.201439,1150460982.4322,18482.2326,184815.723,18773.7106,28.3975052
54,1,152514650123725.9,138674305639366.8,84611121080578.19,67964326586005.91,364847802018176.3,33693685596316.78,159791168783706.7,328653802341043.8,1163517069.03322,52023612.9899195,28155216.06465901,79447991.57251051,17671992.68633607,46633242.82065549,8839319.22083654,300451.0173066226,6831.043421121903,5575.4899815221,6561.269187095624,389816.2261366435,445223.5999328436,65497060.37413405,84108097.4041172,80535286.73758969,78280302.42842594,62947051.74138045,65948541.00210321,73393303.86312094,72811995.86030236,1274.958202122635,1224.09371023864,748.6808419534887,931.8099361210975,889.8625412048267,660.7576170882807,227399461901.378,1026596844.22874,1096539537.575057,1078870925.098184,18187.6138,195752.089,20238.4619,20.9804324
55,1,155060033842633.8,143868857502542.9,71077499168409.7,86447558721192.73,442820440382760.7,26597428601882.3,232590756926026.8,279456211195364.8,1071930217.944383,56133071.22287329,29654014.13467982,60891915.71554804,20499777.05764567,36070251.2166613,10587995.64077452,362560.3052409008,8597.045242178574,6072.357231385662,5820.711645659465,409425.6536287119,479355.2776066648,76590046.03977925,74620287.41770735,79682235.01805887,63451787.27074774,92655809.21440771,69421549.76155119,78053679.1101535,92506804.19652547,1306.26499960507,1135.705360302001,826.7597837924227,847.8944483191003,913.5414828236622,687.7473168319231,263794032529.7795,1109399952.721389,1065209840.029451,1283186791.224808,18067.7149,135873.535,14471.9076,31.5868452
56,1,131884867264235.2,131880385201672.0,85788653163172.4,62483442542347.23,477709931047510.6,26899174052458.44,161184173352166.3,331073437895725.6,1020729802.213402,49793336.96008483,32051013.22873114,59762351.21493254,23595727.49596979,39975978.58793987,10508573.30994379,373772.3515009565,7526.534896193412,6657.113175678838,5602.765023546922,429891.2883990605,452326.9431569903,75159886.95618626,88045519.32749109,87437174.56282575,87192986.89278838,85744916.00686802,69500707.8503978,64724318.40304627,91945472.02907887,1434.3641767072,1197.959423750035,665.0722397101305,859.6454834680513,888.4192729279822,725.4855440780101,287487108635.9954,1278039292.844587,1109782534.911068,932218792.0558503,17869.3353,130321.802,14211.1102,34.6465041
57,1,177879233143553.6,150684080968373.0,88339552466042.06,67786255031234.06,417890813371684.8,32781181336675.43,157936814462124.5,303462789355267.5,1120872490.074617,58652051.28486554,23549063.7587926,61096138.08905295,16935962.68574251,35720356.09943566,8337588.364677753,346996.3288057859,8722.959219503113,5741.145581785572,6776.055776831879,429687.8254673606,407803.9048730531,64855586.66051434,87587931.26896486,79990751.08002378,81939420.23098415,79070923.84699613,86002612.95210782,90038818.41100353,90245946.53475161,1254.608212496609,1142.230916090614,934.0287672426937,949.825000922868,889.5311053271639,937.8322376124329,283317374928.2675,895797798.7323984,1063727823.242591,1259830170.880089,18024.3884,142249.727,15005.7424,33.68173
58,1,135676860318088.5,171924803530503.0,70202288993440.62,87796598218059.3,425982886953394.1,36032400221131.16,210733475227948.0,225839755568113.7,1034606208.469622,61413527.89471547,27555387.52157998,77369636.03723401,19457609.96891608,32654475.22788764,8781895.744907476,352981.7750209679,9644.611745189732,6430.578719360389,8192.047178493647,368171.1804375969,495676.3771243309,73209014.76251769,68973798.92247042,88301598.50661394,65178169.03714861,89095092.44821152,83114314.03686918,62659072.53658345,88546573.4596692,1588.862234515758,1464.249059631189,652.7386260673343,786.1679064175373,650.6417577334422,759.3561424594872,284617270713.8245,1016930137.60705,1143412835.815321,1088768469.411489,18453.4924,148611.692,16297.1588,27.2960961
