FRPRE_EXP_0,FRPRE_EXP_1,FRPRE_EXP_2,FRPRE_EXP_3,FRPRE_EXP_4,FRPRE_EXP_5,FRPRE_EXP_6,FRPRE_EXP_7,FRPRE_EXP_8,FRPRE_EXP_9,E2FD_TEMP,E2FD_FLOW,PFR1_TEMP,INIFD1_FLOW1,INIFD1_FLOW2,MWN_LDPE,MWW_LDPE,FSCBN_LDPE,TMAX_PFR1,TEMP_OUT,FLOW_LDPE
3.8607e-06,3.7905e-09,288476862.3720236,252127290.2084024,1177986.8013882372,1240000,60700000,2309733470.8531065,2350370037.006762,1300000000,99.18200155430942,69527.28772691231,179.27569502766713,6.785591323473518,1.893639604759195,34467.0289,160420.916,25.2213684,299.478388,229.763995,10489.7477
3.8607e-06,3.7905e-09,233394127.66719687,245959938.06065747,1499088.2527291693,1240000,60700000,2498042133.750286,2450292894.6964335,1300000000,101.9554150763358,62219.44806889682,176.107426163419,5.309890876376114,1.4859133225604317,32110.8379,144834.843,25.7255955,290.632379,226.059402,9421.60406
3.8607e-06,3.7905e-09,205197474.0555862,241841423.82407138,1244555.1830717842,1240000,60700000,2497096526.5540204,2737844923.586463,1300000000,104.3245749357311,64452.39456633921,177.0552666788716,4.306404501855932,1.3178749019354454,33905.845,161410.045,25.8295278,285.196943,226.431834,9458.34063
3.8607e-06,3.7905e-09,202968418.22867745,256662165.17248732,1320159.247157511,1240000,60700000,2620953912.58837,2328971312.7226863,1300000000,96.82819096855609,60964.228588727325,165.2258273922248,6.6545178372695,1.491220993896416,33427.7413,151296.255,24.8219623,293.496694,219.461566,9508.99501
3.8607e-06,3.7905e-09,225967652.42013866,254227667.03630432,1166862.3038408407,1240000,60700000,2613425607.306308,2615686157.778697,1300000000,97.47116577519033,69338.57204358773,174.62127864048568,7.419826496005724,1.6970098643255085,34867.3857,157350.838,24.7529675,295.093233,225.328836,10305.8942
3.8607e-06,3.7905e-09,201650205.42528406,279200325.39217246,1090024.7438203106,1240000,60700000,2179677622.6773086,2050360283.7097282,1300000000,98.87374340705318,62579.805745074715,174.38569052035933,6.434513689275601,1.3564786237353619,36826.9922,179447.048,23.3364652,299.786548,226.376291,10046.4669
3.8607e-06,3.7905e-09,223746700.64152697,247159843.402521,1370282.8037659088,1240000,60700000,2725704304.343503,2219463973.48809,1300000000,99.41734396205813,67974.61671606227,167.52126452921144,6.550364156563662,1.5977999793049023,33048.5233,146613.37,25.4307803,292.977309,220.916998,10180.2238
3.8607e-06,3.7905e-09,223372340.5192564,223935698.75689998,1235784.3317908288,1240000,60700000,2973178579.2861376,2184966166.496007,1300000000,95.26010246496455,68720.29601544012,162.35382706633095,5.562693862147508,1.9434827967067738,31564.1307,141931.156,27.6665616,290.091721,219.461064,9995.80321
3.8607e-06,3.7905e-09,202265952.32730302,243146575.24536762,1149671.7922538205,1240000,60700000,2191434248.7136917,2149460547.7728443,1300000000,100.94139809382516,68593.92235705853,179.6791363283659,6.821093202781757,1.121239355093175,34099.4976,157801.325,25.8638529,289.178236,225.944048,10175.834
3.8607e-06,3.7905e-09,266624954.80322665,282609588.2517524,1057444.5290555959,1240000,60700000,2481336649.7991295,2563649872.1462574,1300000000,101.60925057538539,65164.16529291955,160.43261226907643,4.307982845713089,1.2175339567854735,39271.8205,204476.173,22.5459992,291.500773,218.325943,10132.542
3.8607e-06,3.7905e-09,217083823.33586538,298157536.00128806,1064607.140373216,1240000,60700000,2864884954.037011,2743267192.924755,1300000000,99.3380072488731,63329.7542084403,176.33646897732848,5.35933130059171,1.1093794034896476,39886.5474,191159.891,21.4656058,291.295867,225.825533,9792.71702
3.8607e-06,3.7905e-09,247522147.8330113,277033158.8947751,1180606.6986632205,1240000,60700000,2340485015.75906,2820346371.765696,1300000000,95.21994681731005,66531.06084602787,160.52344270296035,6.878064095858722,1.7968961364152345,37048.0171,179887.702,23.0847295,300.032692,218.920913,10397.3355
3.8607e-06,3.7905e-09,281561748.9816459,224987614.50051117,1019930.8025966214,1240000,60700000,2151106416.5813346,2515295842.9385943,1300000000,98.35754801137804,69026.1512293244,169.95861279771387,4.733986062390079,1.4447310627231449,33716.9776,168798.138,27.5727489,286.353331,222.632478,9988.54045
3.8607e-06,3.7905e-09,278090026.6621852,277593644.69835216,1044168.7275792989,1240000,60700000,2135102675.2680686,2402754486.8238487,1300000000,104.81166801276652,60518.410018322575,169.42692770727135,5.034938858546418,1.0374108231876478,37833.5651,194797.599,23.2245916,291.12629,221.686461,9581.52599
3.8607e-06,3.7905e-09,292861872.3452096,256556983.4640208,1393577.9662074505,1240000,60700000,2566413709.4821043,2804978312.921152,1300000000,99.70349213822035,62440.459953563586,165.32436126162293,6.375715515696744,1.5807404063500803,33654.7738,153641.727,24.6435419,292.378326,219.756515,9575.97765
3.8607e-06,3.7905e-09,253332550.9423812,224630791.39257133,1018923.145476734,1240000,60700000,2445002731.3294787,2245676587.0853987,1300000000,98.14966843557055,68774.605469872,165.55254678809467,6.995713554362968,1.7254493582187034,32619.7846,151497.515,27.7249443,291.337579,219.501345,10102.5065
3.8607e-06,3.7905e-09,299971646.0206402,272199601.5484451,1236766.5406457654,1240000,60700000,2603860977.578372,2388603424.7407355,1300000000,96.73556256933944,68783.57768088243,170.20768080317276,4.476184631671089,1.709544897929531,36864.6721,179802.581,23.4159681,297.505208,225.788914,10503.2714
3.8607e-06,3.7905e-09,265265413.91190442,203913257.16557673,1197308.1202901078,1240000,60700000,2781243223.44908,2170037651.5242205,1300000000,96.34739686810632,66213.06911737996,162.848957491277,7.98838192324509,1.958310332037271,28921.8388,124134.097,30.1723474,288.146572,217.128277,9579.10573
3.8607e-06,3.7905e-09,233106742.92011103,202761791.63940144,1202688.175871397,1240000,60700000,2139918650.2316437,2296938985.311616,1300000000,102.47810459070958,64086.101066402036,179.99143968482738,6.125127271360226,1.4362242636681972,29298.0183,133036.801,30.4939808,283.988777,226.148613,9222.14015
3.8607e-06,3.7905e-09,222858070.77042943,251321696.4071349,1332833.6366745906,1240000,60700000,2078420435.0074244,2047387802.1978667,1300000000,97.07042150802249,66100.4815763568,161.7537734937079,5.1965824290706655,1.3631450158178908,34001.382,166519.633,25.32819,293.839116,218.328372,10247.7568
3.8607e-06,3.7905e-09,284598858.0686747,290756910.43021333,1224735.1030813758,1240000,60700000,2976872324.524263,2393079305.1979575,1300000000,104.86272261281886,61228.139631438484,163.77782460435043,5.1216295574504205,1.1681105779634628,37802.6873,178519.822,22.0439136,291.417608,218.932962,9653.03653
3.8607e-06,3.7905e-09,263688088.16430455,282057157.2760469,1340288.532112171,1240000,60700000,2132444673.434746,2213833009.0926557,1300000000,103.77597924387162,69625.47342737883,160.50276137072336,6.942639152720064,1.2236130018581144,37016.8211,177231.05,22.7444261,297.685849,216.937567,10902.1991
3.8607e-06,3.7905e-09,265089600.38721156,238649930.41710213,1440551.3115513094,1240000,60700000,2454799589.627534,2063707443.1764314,1300000000,100.75080138345542,62935.05564903481,161.2126375018533,5.135003219185047,1.5142301688578166,31742.4117,147202.389,26.4620562,291.084833,218.075946,9664.68788
3.8607e-06,3.7905e-09,217794101.01560128,237854913.60035205,1179610.5897246234,1240000,60700000,2296237519.4692984,2974690955.984794,1300000000,103.2429297298049,66195.09532624317,170.77544414770836,4.9827154192025365,1.5722596699868436,33968.496,165346.498,26.2063396,288.106614,223.472876,9724.10787
3.8607e-06,3.7905e-09,261548137.86032614,252694157.65601814,1221417.1164313634,1240000,60700000,2200061996.5513873,2404839524.3148594,1300000000,98.171545455753,69128.4527620034,176.96820855304742,4.169774519216309,1.4465749953150815,35427.1159,175925.096,25.0133477,292.336508,228.090787,10310.998
3.8607e-06,3.7905e-09,288857245.68480873,217579250.78521442,1393584.3115052364,1240000,60700000,2307739811.4919453,2748966162.086307,1300000000,104.73889868262316,66541.37956978628,164.1286447484338,7.295478051767235,1.5693698357302515,30261.4625,134786.903,28.3301776,285.997151,217.084444,9654.04915
3.8607e-06,3.7905e-09,235644101.15743056,265424200.1483161,1139465.1297001254,1240000,60700000,2862362720.3092155,2665992716.517694,1300000000,101.41744452880559,60989.9938423554,162.8532742799384,7.184596311194953,1.9332258993983593,34865.154,159321.457,24.0767249,297.910859,219.782761,9578.04877
3.8607e-06,3.7905e-09,237510024.83537152,248023579.4427624,1091340.9136786482,1240000,60700000,2457184629.391889,2374280050.2273836,1300000000,102.6822602055269,64466.17300571319,169.84658888192024,7.058141110061581,1.9140783920367823,33894.7155,157876.107,25.642703,297.844941,223.711069,9913.02032
3.8607e-06,3.7905e-09,261208955.7222449,229824767.21282125,1494337.423136179,1240000,60700000,2244878725.086175,2274463203.0384007,1300000000,96.44599187825064,69777.42327749079,160.77315693657178,7.561807313688284,1.6937448280152525,30860.9377,137502.773,27.2048391,293.256594,216.433802,10359.3988
3.8607e-06,3.7905e-09,252390904.83851832,238079051.98846397,1025477.1485579456,1240000,60700000,2252168659.6353693,2469109390.95351,1300000000,104.54940235774073,69820.33486831683,163.08015351792085,7.126293954510585,1.306901776778444,34604.1227,164940.915,26.1628109,288.505535,216.480764,10273.2818
3.8607e-06,3.7905e-09,283232278.90774316,236844515.59872654,1205686.4817937897,1240000,60700000,2409956974.77232,2212030807.2310295,1300000000,95.76334762012269,62668.012795064285,171.1800087570628,4.202388139899698,1.040909656036996,33365.2823,160524.813,26.4183135,281.916047,221.80008,9330.75474
3.8607e-06,3.7905e-09,234795341.53962493,293198869.4680182,1453129.1496222883,1240000,60700000,2676754426.8711576,2947433352.467436,1300000000,97.8967921451216,63829.85512324353,165.2290796741207,7.8633466401958625,1.1243090209850664,36787.3728,163197.549,21.732423,292.36678,217.803868,9942.00574
3.8607e-06,3.7905e-09,256308430.29935545,241019785.61179838,1214411.191373532,1240000,60700000,2869250797.34966,2401878960.5217233,1300000000,96.44890318563384,60394.496108378145,171.61231144241094,5.426983941536259,1.5453142070052626,32665.9475,148367.49,26.1387166,288.835575,223.403243,9129.24262
3.8607e-06,3.7905e-09,298198625.444747,265343031.19518754,1049613.1604706452,1240000,60700000,2696853276.901451,2307442501.229426,1300000000,100.20120135836503,67100.59434898633,160.91221814500224,4.428415385503298,1.2745496267713703,37542.3826,187622.581,23.76527,289.523192,218.155774,10187.9651
3.8607e-06,3.7905e-09,287580736.2058353,218841113.2155383,1160748.6783917723,1240000,60700000,2102879912.2377772,2103727075.0372453,1300000000,100.97622201401818,69682.51609208608,178.63049214606127,6.022144306715075,1.1442497206432796,31873.1996,148056.461,28.3315299,284.393749,224.721993,10006.8013
3.8607e-06,3.7905e-09,278969056.3931446,283348001.0207662,1153000.5110133206,1240000,60700000,2429567952.21104,2448631361.5725694,1300000000,100.59488090992146,63479.84135052741,173.72255169541538,5.616037628504635,1.0079799736351176,37951.1704,183233.735,22.5891171,290.528584,223.471145,9858.49214
3.8607e-06,3.7905e-09,260744655.97330034,203040506.80028084,1412309.0015865718,1240000,60700000,2884024082.427951,2033588987.7023091,1300000000,99.32797740836584,68713.50511173601,160.0554267255866,6.20486253706032,1.388605244617899,28773.179,123349.942,29.9662972,279.482661,214.533757,9676.32385
